motor,id
1,25597
1,25598
1,25421
1,25422
1,25423
1,25246
1,24890
1,24891
1,24712
1,24713
1,24535
1,24534
1,25068
1,24001
1,24178
1,24179
1,25245
1,25246
1,24357
1,24356
1,23823
